Date [UTC], Time [UTC], Illuminance [lux], Temperature [°C], Humidity [%], CO2 [ppm], TVOC [ppb], Latitude [°], Longitude [°], Satellites [-], Speed [m/s], Altitude [m], Roll [°], Pitch [°], Heading [°], Wind speed [m/s], Wind angle [°], Wind temp. [°C]
2023-03-30, 11:40:26.139, 586.21, 15.44, 50.10, 400, 2924, 46.52100372, 6.56324863, 9, 0.12, 437.4, 0.6, -1.1, 2.1, 0.7, 6, 16
2023-03-30, 11:40:27.242, 590.29, 15.47, 50.14, 400, 2902, 46.52101135, 6.56324863, 9, 0.18, 437.5, 0.5, -1.1, 1.5, 0.5, 57, 16
2023-03-30, 11:40:28.346, 587.68, 15.47, 50.16, 400, 2918, 46.52101135, 6.56324863, 9, 0.24, 437.5, 0.4, -1.1, 1.7, 1.1, 61, 16
2023-03-30, 11:40:29.449, 595.84, 15.47, 50.13, 400, 2920, 46.52101135, 6.56324673, 8, 0.10, 437.5, 0.4, -1.1, 1.9, 0.8, 18, 16
2023-03-30, 11:40:30.553, 593.23, 15.49, 50.16, 400, 2912, 46.52101135, 6.56324387, 8, 0.18, 437.5, 0.6, -1.3, 1.9, 0.9, 30, 16
2023-03-30, 11:40:31.690, 597.31, 15.48, 50.13, 400, 2902, 46.52100372, 6.56324148, 8, 0.04, 437.5, 0.4, -1.2, 1.8, 0.5, 48, 16
2023-03-30, 11:40:32.792, 598.78, 15.47, 50.07, 400, 2851, 46.52100372, 6.56324148, 8, 0.21, 437.5, 0.5, -1.2, 2.3, 1.1, 79, 16
2023-03-30, 11:40:33.895, 602.86, 15.47, 50.07, 400, 2902, 46.52100372, 6.56324148, 8, 0.04, 437.5, 0.5, -1.2, 2.1, 0.5, 96, 16
2023-03-30, 11:40:34.999, 604.33, 15.47, 50.08, 400, 2904, 46.52100372, 6.56324387, 8, 0.03, 437.5, 0.6, -1.1, 1.8, 0.3, 200, 16
2023-03-30, 11:40:36.105, 608.41, 15.48, 50.08, 400, 2899, 46.52100372, 6.56324387, 8, 0.04, 437.5, 0.4, -1.1, 1.8, 0.3, 114, 16
2023-03-30, 11:40:37.213, 605.80, 15.45, 50.12, 400, 2930, 46.52100372, 6.56324148, 8, 0.11, 437.6, 0.5, -1.1, 2.3, 0.4, 252, 16
2023-03-30, 11:40:38.319, 609.88, 15.48, 50.12, 400, 2920, 46.52100372, 6.56323957, 8, 0.14, 437.6, 0.4, -1.0, 1.6, 1.0, 255, 16
2023-03-30, 11:40:39.425, 611.35, 15.49, 50.11, 400, 2867, 46.52100372, 6.56323957, 8, 0.30, 437.6, 0.5, -1.4, 1.9, 0.8, 232, 16
2023-03-30, 11:40:40.532, 615.43, 15.48, 50.12, 400, 2869, 46.52100372, 6.56323957, 8, 0.33, 437.6, 0.5, -1.1, 1.6, 0.9, 269, 16
2023-03-30, 11:40:41.638, 612.82, 15.48, 50.11, 400, 2867, 46.52101135, 6.56324387, 8, 0.29, 437.6, 0.5, -1.3, 1.6, 0.6, 269, 16
2023-03-30, 11:40:42.743, 616.90, 15.45, 50.09, 400, 2869, 46.52101135, 6.56324673, 8, 0.23, 437.5, 0.5, -1.4, 2.1, 1.0, 269, 16
2023-03-30, 11:40:43.849, 620.98, 15.48, 50.16, 400, 2899, 46.52101135, 6.56324863, 8, 0.12, 437.4, 0.5, -1.4, 1.2, 0.9, 285, 16
2023-03-30, 11:40:44.952, 618.36, 15.47, 50.18, 400, 2902, 46.52101135, 6.56324863, 8, 0.10, 437.4, 0.4, -1.2, 2.4, 1.0, 278, 16
2023-03-30, 11:40:46.061, 622.44, 15.48, 50.13, 400, 2883, 46.52101135, 6.56324863, 8, 0.11, 437.4, 0.6, -1.3, 2.0, 0.7, 291, 16
2023-03-30, 11:40:47.167, 619.83, 15.47, 50.13, 400, 2930, 46.52101135, 6.56324863, 8, 0.06, 437.4, 0.4, -1.2, 1.7, 0.8, 292, 16
2023-03-30, 11:40:48.271, 623.91, 15.47, 50.12, 400, 2926, 46.52101135, 6.56324863, 8, 0.08, 437.4, 0.0, -5.6, 1.9, 0.9, 298, 16
2023-03-30, 11:40:49.377, 627.99, 15.47, 50.16, 400, 2944, 46.52101898, 6.56324863, 9, 0.57, 437.4, 0.5, -1.4, 1.8, 0.9, 285, 16
2023-03-30, 11:41:37.299, 942.48, 15.66, 50.80, 400, 2783, 46.52103806, 6.56326008, 9, 0.01, 435.5, 1.2, -1.1, 355.2, 0.5, 279, 16
2023-03-30, 11:41:38.405, 934.32, 15.62, 50.71, 400, 2835, 46.52103806, 6.56326008, 9, 0.01, 435.5, 1.2, -0.8, 356.1, 0.5, 282, 16
2023-03-30, 11:41:39.510, 932.85, 15.66, 50.80, 400, 2805, 46.52103806, 6.56326008, 9, 0.01, 435.5, 1.6, -1.2, 355.6, 0.3, 252, 16
2023-03-30, 11:41:40.615, 938.40, 15.65, 50.76, 400, 2831, 46.52103806, 6.56326008, 9, 0.01, 435.5, 1.2, -1.1, 356.3, 0.5, 269, 16
2023-03-30, 11:41:41.722, 948.03, 15.66, 50.76, 400, 2829, 46.52104568, 6.56326199, 9, 0.02, 435.2, 1.1, -1.3, 356.2, 0.5, 289, 16
2023-03-30, 11:41:42.829, 953.58, 15.64, 50.80, 400, 2797, 46.52104568, 6.56326294, 9, 0.01, 435.0, 1.2, -1.1, 356.2, 0.5, 289, 16
2023-03-30, 11:41:43.934, 953.58, 15.64, 50.77, 400, 2791, 46.52104568, 6.56326294, 9, 0.01, 434.9, 1.2, -1.1, 356.5, 0.6, 289, 16
2023-03-30, 11:41:45.041, 957.66, 15.64, 50.70, 400, 2823, 46.52104568, 6.56326294, 10, 0.01, 434.8, 1.2, -1.0, 356.4, 0.4, 294, 16
2023-03-30, 11:41:46.145, 961.74, 15.65, 50.68, 400, 2793, 46.52103806, 6.56326294, 9, 0.02, 434.6, 1.2, -1.0, 355.8, 0.1, 107, 16
2023-03-30, 11:41:47.250, 959.13, 15.62, 50.69, 400, 2801, 46.52103806, 6.56326485, 9, 0.01, 434.2, 1.1, -1.0, 356.6, 0.7, 79, 16
2023-03-30, 11:41:48.354, 963.21, 15.65, 50.71, 400, 2762, 46.52103806, 6.56326485, 9, 0.03, 434.1, 1.0, -1.1, 356.4, 1.3, 95, 16
2023-03-30, 11:41:49.456, 960.60, 15.64, 50.66, 400, 2803, 46.52103806, 6.56326485, 9, 0.01, 433.9, 1.2, -1.2, 355.9, 0.6, 63, 16
2023-03-30, 11:41:50.562, 963.21, 15.64, 50.57, 400, 2783, 46.52103806, 6.56326675, 9, 0.01, 433.8, 1.2, -1.4, 356.1, 1.5, 69, 16
2023-03-30, 11:41:51.666, 959.13, 15.64, 50.57, 400, 2700, 46.52103806, 6.56327009, 9, 0.05, 433.6, 1.4, -1.3, 356.4, 1.6, 67, 16
2023-03-30, 11:41:52.768, 955.05, 15.59, 50.54, 400, 2740, 46.52103806, 6.56326818, 9, 0.03, 433.5, 1.1, -1.3, 356.2, 1.0, 49, 16
2023-03-30, 11:41:53.874, 955.05, 15.62, 50.51, 400, 2756, 46.52103806, 6.56326818, 10, 0.05, 433.5, 1.1, -1.1, 356.0, 0.9, 4, 16
2023-03-30, 11:41:54.978, 950.97, 15.62, 50.45, 400, 2744, 46.52103806, 6.56326818, 10, 0.01, 433.5, 1.3, -1.0, 356.4, 0.8, 269, 16
2023-03-30, 11:41:56.084, 957.66, 15.59, 50.46, 400, 2777, 46.52103806, 6.56326818, 10, 0.00, 433.5, 1.2, -1.2, 356.5, 2.1, 269, 16
2023-03-30, 11:41:57.190, 953.58, 15.59, 50.39, 400, 2742, 46.52103806, 6.56326818, 9, 0.05, 433.5, 1.2, -1.2, 355.9, 3.0, 267, 16
2023-03-30, 11:41:58.298, 949.50, 15.57, 50.34, 400, 2718, 46.52103806, 6.56326818, 9, 0.04, 433.5, 1.4, -1.4, 356.3, 2.6, 262, 16
2023-03-30, 11:41:59.404, 952.11, 15.58, 50.37, 400, 2702, 46.52103806, 6.56326818, 9, 0.05, 433.5, 1.2, -1.4, 356.4, 2.1, 263, 16
2023-03-30, 11:42:00.511, 948.03, 15.59, 50.32, 400, 2728, 46.52103806, 6.56326818, 9, 0.03, 433.4, 1.2, -1.2, 356.1, 1.9, 258, 16
2023-03-30, 11:42:01.617, 939.87, 15.58, 50.30, 400, 2718, 46.52103806, 6.56326818, 9, 0.03, 433.4, 1.2, -1.1, 356.7, 1.0, 247, 16
2023-03-30, 11:42:02.722, 939.87, 15.55, 50.32, 400, 2734, 46.52103806, 6.56326818, 9, 0.02, 433.4, 1.1, -1.2, 356.4, 0.3, 252, 16
2023-03-30, 11:42:03.827, 939.87, 15.58, 50.31, 400, 2771, 46.52103806, 6.56326818, 9, 0.01, 433.4, 1.2, -1.2, 355.6, 0.8, 269, 16
2023-03-30, 11:42:04.933, 938.40, 15.57, 50.27, 400, 2764, 46.52103806, 6.56326818, 9, 0.01, 433.4, 1.2, -1.2, 356.1, 2.2, 269, 16
2023-03-30, 11:42:06.039, 934.32, 15.55, 50.31, 400, 2742, 46.52103806, 6.56326818, 10, 0.01, 433.4, 1.3, -1.2, 355.9, 2.2, 273, 16
2023-03-30, 11:42:07.172, 932.85, 15.55, 50.27, 400, 2754, 46.52103806, 6.56327009, 9, 0.01, 433.4, 1.2, -1.3, 356.2, 1.7, 267, 16
2023-03-30, 11:42:08.275, 927.30, 15.57, 50.23, 400, 2762, 46.52103806, 6.56327009, 9, 0.04, 433.4, 1.2, -1.1, 355.8, 1.3, 255, 16
2023-03-30, 11:42:09.377, 912.12, 15.58, 50.28, 400, 2726, 46.52103806, 6.56327009, 9, 0.03, 433.4, 1.1, -1.0, 356.6, 0.8, 274, 16
2023-03-30, 11:42:10.482, 883.24, 15.55, 50.27, 400, 2728, 46.52103806, 6.56327009, 9, 0.05, 433.4, 1.3, -1.5, 355.5, 1.3, 273, 16
2023-03-30, 11:50:40.201, 828.40, 16.09, 50.09, 400, 2023, 46.51976013, 6.56352329, 10, 0.06, 417.1, -2.0, -1.9, 356.0, 0.5, 53, 16
2023-03-30, 11:50:41.307, 840.07, 16.07, 50.10, 400, 2003, 46.51976013, 6.56352329, 10, 0.08, 417.0, -2.0, -1.9, 356.3, 0.6, 17, 16
2023-03-30, 11:50:42.413, 843.74, 16.07, 50.07, 400, 2009, 46.51976776, 6.56351519, 10, 0.22, 416.9, -2.1, -1.9, 356.8, 0.3, 344, 16
2023-03-30, 11:50:43.519, 849.29, 16.09, 50.05, 400, 2061, 46.51976776, 6.56351089, 10, 0.13, 416.8, -1.9, -2.0, 356.4, 0.5, 303, 16
2023-03-30, 11:50:44.627, 854.11, 16.07, 50.01, 400, 2031, 46.51977539, 6.56350708, 10, 0.15, 416.5, -2.1, -2.0, 355.9, 0.3, 317, 16
2023-03-30, 11:50:45.733, 853.54, 16.06, 49.95, 400, 2053, 46.51977539, 6.56350327, 10, 0.10, 416.3, -2.0, -2.0, 356.2, 0.4, 350, 16
2023-03-30, 11:50:46.840, 855.58, 16.03, 49.94, 400, 2037, 46.51978302, 6.56350517, 10, 0.20, 416.2, -2.1, -1.9, 356.4, 0.3, 350, 16
2023-03-30, 11:50:47.945, 857.62, 16.04, 49.94, 400, 2021, 46.51978302, 6.56350517, 10, 0.15, 416.2, -2.0, -2.0, 356.6, 0.0, 44, 16
2023-03-30, 11:50:49.052, 858.35, 16.06, 49.93, 400, 2033, 46.51978302, 6.56350517, 10, 0.08, 416.1, -2.0, -2.1, 356.6, 0.1, 17, 16
2023-03-30, 11:50:50.156, 860.39, 16.04, 49.88, 400, 2059, 46.51978302, 6.56350327, 10, 0.05, 415.9, -1.9, -2.0, 355.9, 0.4, 0, 16
2023-03-30, 11:50:51.262, 861.12, 16.04, 49.89, 400, 2007, 46.51979065, 6.56350327, 10, 0.07, 415.8, -2.0, -2.0, 356.4, 0.2, 17, 16
2023-03-30, 11:50:52.367, 859.82, 16.04, 49.86, 400, 1999, 46.51979065, 6.56350708, 10, 0.20, 415.6, -2.1, -2.1, 356.9, 0.6, 345, 16
2023-03-30, 11:50:53.472, 861.86, 16.04, 49.86, 400, 1991, 46.51979065, 6.56350803, 10, 0.12, 415.5, -2.1, -2.1, 356.2, 0.7, 334, 16
2023-03-30, 11:50:54.575, 863.90, 16.04, 49.84, 400, 2031, 46.51979828, 6.56350994, 10, 0.20, 415.5, -2.0, -1.9, 355.8, 0.8, 348, 16
2023-03-30, 11:50:55.679, 860.55, 16.03, 49.86, 400, 2019, 46.51979828, 6.56351328, 10, 0.09, 415.3, -1.9, -2.1, 356.3, 0.6, 345, 16
2023-03-30, 11:50:56.784, 862.59, 16.04, 49.79, 400, 1964, 46.51979828, 6.56351519, 10, 0.04, 415.1, -2.1, -1.9, 355.4, 1.1, 4, 16
2023-03-30, 11:50:57.891, 862.59, 16.01, 49.80, 400, 2011, 46.51979828, 6.56351614, 10, 0.02, 415.1, -2.0, -2.1, 356.5, 0.9, 8, 16
2023-03-30, 11:50:58.997, 864.63, 16.04, 49.77, 400, 2037, 46.51979828, 6.56351614, 10, 0.03, 415.0, -2.1, -2.0, 356.0, 1.1, 0, 16
2023-03-30, 11:51:00.103, 864.63, 16.01, 49.80, 400, 1979, 46.51979828, 6.56352043, 10, 0.05, 414.8, -2.0, -1.9, 355.9, 0.6, 0, 16
2023-03-30, 11:51:01.211, 861.29, 16.04, 49.79, 400, 1989, 46.51980972, 6.56352139, 10, 0.10, 414.7, -2.0, -2.1, 356.1, 1.4, 329, 16
2023-03-30, 11:51:02.317, 861.29, 16.01, 49.83, 400, 1995, 46.51980972, 6.56352139, 10, 0.16, 414.5, -2.0, -1.9, 355.5, 1.7, 337, 16
2023-03-30, 11:51:03.423, 859.25, 16.01, 49.80, 400, 1979, 46.51980972, 6.56352520, 10, 0.06, 414.3, -2.1, -2.0, 356.6, 1.5, 323, 16
2023-03-30, 11:51:04.528, 861.29, 16.03, 49.79, 400, 1971, 46.51980972, 6.56352329, 10, 0.22, 414.1, -2.1, -2.1, 356.2, 1.0, 341, 16
2023-03-30, 11:51:05.636, 861.29, 16.04, 49.77, 400, 1969, 46.51980972, 6.56352615, 10, 0.11, 413.8, -2.0, -2.1, 356.1, 0.9, 342, 16
2023-03-30, 11:51:06.741, 848.72, 16.01, 49.80, 400, 2005, 46.51980972, 6.56352854, 10, 0.14, 413.7, -2.0, -2.1, 356.7, 1.1, 346, 16
2023-03-30, 11:51:07.847, 838.52, 16.03, 49.83, 400, 1906, 46.51980972, 6.56353140, 10, 0.04, 413.7, -2.2, -2.1, 357.0, 1.1, 345, 16
2023-03-30, 11:51:08.953, 836.32, 16.04, 49.84, 400, 1918, 46.51980972, 6.56353378, 10, 0.05, 413.6, -2.0, -2.2, 356.4, 0.7, 5, 16
2023-03-30, 11:51:10.061, 837.62, 16.01, 49.83, 400, 1950, 46.51980972, 6.56353378, 10, 0.07, 413.6, -2.2, -2.3, 356.2, 0.7, 347, 16
2023-03-30, 11:51:11.167, 853.54, 16.04, 49.86, 400, 1914, 46.51980972, 6.56353664, 10, 0.06, 413.4, -2.2, -2.1, 356.3, 0.7, 24, 16
2023-03-30, 11:51:12.273, 857.04, 16.01, 49.85, 400, 1922, 46.51980972, 6.56353664, 10, 0.10, 413.1, -2.0, -2.2, 355.8, 0.6, 12, 16
2023-03-30, 11:51:13.378, 853.70, 16.01, 49.86, 400, 1942, 46.51981735, 6.56353951, 10, 0.23, 413.0, -2.2, -2.2, 356.6, 0.6, 6, 16
2023-03-30, 11:51:14.485, 857.04, 16.00, 49.87, 400, 1950, 46.51981735, 6.56354141, 10, 0.19, 412.9, -2.0, -2.1, 356.4, 0.7, 6, 16
2023-03-30, 11:51:15.592, 857.04, 16.03, 49.87, 400, 1975, 46.51981735, 6.56353951, 10, 0.20, 412.3, -2.0, -2.0, 356.3, 0.9, 19, 16
2023-03-30, 11:51:16.699, 850.92, 16.01, 49.88, 400, 1894, 46.51980972, 6.56354380, 10, 0.22, 412.2, -2.2, -2.3, 356.2, 1.1, 7, 16
2023-03-30, 11:51:17.805, 846.11, 16.00, 49.87, 400, 1922, 46.51981735, 6.56354475, 10, 0.16, 412.1, -2.2, -2.3, 356.7, 1.0, 357, 16
2023-03-30, 11:51:18.914, 842.60, 16.01, 49.91, 400, 1910, 46.51981735, 6.56354666, 10, 0.17, 412.0, -2.2, -2.2, 356.3, 0.9, 356, 16
2023-03-30, 11:51:20.020, 832.97, 16.00, 49.95, 400, 1892, 46.51981735, 6.56354904, 10, 0.17, 412.0, -2.1, -2.3, 356.6, 0.6, 0, 16
2023-03-30, 11:51:21.126, 822.45, 16.01, 49.92, 400, 1948, 46.51981735, 6.56355000, 10, 0.22, 411.7, -2.1, -2.3, 356.2, 1.1, 333, 16
2023-03-30, 11:51:22.231, 807.84, 16.00, 49.95, 400, 1912, 46.51981735, 6.56355000, 10, 0.21, 411.4, -2.4, -2.5, 356.3, 0.9, 30, 16
2023-03-30, 11:51:58.731, 527.71, 15.98, 49.60, 400, 1896, 46.51970291, 6.56351614, 10, 0.02, 414.1, -0.4, -1.5, 1.9, 1.6, 307, 16
2023-03-30, 11:51:59.831, 681.28, 16.03, 49.63, 400, 1880, 46.51970291, 6.56351614, 10, 0.34, 414.4, -0.6, -1.5, 1.5, 1.5, 298, 16
2023-03-30, 11:52:00.934, 995.44, 16.00, 49.62, 400, 1898, 46.51970291, 6.56351852, 10, 0.28, 414.4, -0.5, -1.7, 1.8, 1.3, 301, 16
2023-03-30, 11:52:02.039, 1010.21, 16.03, 49.60, 400, 1934, 46.51970291, 6.56352043, 10, 0.25, 414.5, -0.4, -1.5, 1.7, 1.0, 291, 16
2023-03-30, 11:52:03.144, 1028.00, 16.04, 49.61, 400, 1934, 46.51970291, 6.56352043, 10, 0.13, 414.6, -0.5, -1.6, 1.9, 1.0, 300, 16
2023-03-30, 11:52:04.246, 1032.08, 16.01, 49.65, 400, 1914, 46.51969528, 6.56351852, 10, 0.11, 414.7, -0.5, -1.5, 1.6, 0.9, 281, 16
2023-03-30, 11:52:05.349, 1030.04, 16.03, 49.65, 400, 1888, 46.51970291, 6.56351614, 10, 0.17, 414.9, -0.5, -1.5, 0.7, 1.1, 310, 16
2023-03-30, 11:52:06.456, 1028.00, 16.00, 49.70, 400, 1898, 46.51969528, 6.56351519, 10, 0.09, 415.1, -0.5, -1.7, 1.9, 1.5, 314, 16
2023-03-30, 11:52:07.562, 1027.26, 16.03, 49.71, 400, 1882, 46.51969528, 6.56351614, 10, 0.11, 415.1, -0.5, -1.5, 0.7, 1.2, 304, 16
2023-03-30, 11:52:08.669, 1026.53, 16.00, 49.67, 400, 1888, 46.51969528, 6.56351089, 10, 0.18, 415.4, -0.6, -1.4, 2.1, 1.6, 317, 16
2023-03-30, 11:52:09.776, 1022.45, 16.01, 49.68, 400, 1916, 46.51969528, 6.56350803, 10, 0.13, 415.5, -0.3, -1.6, 1.1, 1.4, 315, 16
2023-03-30, 11:52:10.883, 1021.71, 16.00, 49.69, 400, 1910, 46.51969528, 6.56350708, 10, 0.15, 415.7, -0.3, -1.5, 1.2, 1.6, 324, 16
2023-03-30, 11:52:11.989, 1018.94, 16.01, 49.69, 400, 1916, 46.51969528, 6.56350517, 10, 0.13, 415.7, -0.4, -1.5, 1.3, 1.6, 314, 16
2023-03-30, 11:52:13.096, 1016.16, 16.00, 49.69, 400, 1878, 46.51968765, 6.56350327, 10, 0.12, 415.8, -0.4, -1.5, 1.4, 1.5, 306, 16
2023-03-30, 11:52:14.202, 1015.43, 16.03, 49.72, 400, 1922, 46.51968765, 6.56349802, 10, 0.16, 415.9, -0.4, -1.4, 1.4, 1.1, 305, 16
2023-03-30, 11:52:15.309, 1012.66, 16.00, 49.74, 400, 1894, 46.51968765, 6.56349707, 10, 0.23, 416.0, -0.3, -1.6, 1.8, 1.2, 294, 16
2023-03-30, 11:52:16.415, 1007.84, 16.03, 49.74, 400, 1916, 46.51968765, 6.56349707, 10, 0.13, 416.1, -0.4, -1.6, 1.4, 1.2, 294, 16
2023-03-30, 11:52:17.521, 1007.11, 15.97, 49.74, 400, 1890, 46.51967621, 6.56349468, 10, 0.09, 416.3, -0.4, -1.5, 1.5, 1.2, 291, 16
2023-03-30, 11:52:18.628, 1004.33, 15.98, 49.75, 400, 1886, 46.51966858, 6.56349182, 10, 0.11, 416.3, -0.5, -1.3, 1.8, 1.1, 301, 16
2023-03-30, 11:52:19.735, 1002.86, 16.01, 49.73, 400, 1900, 46.51966858, 6.56348991, 10, 0.07, 416.3, -0.4, -1.4, 1.5, 1.1, 305, 16
2023-03-30, 11:52:20.840, 1000.09, 16.00, 49.74, 400, 1888, 46.51966858, 6.56348991, 10, 0.13, 416.3, -0.3, -1.5, 1.7, 0.9, 298, 16
2023-03-30, 11:52:21.946, 999.36, 16.01, 49.74, 400, 1912, 46.51966858, 6.56348896, 10, 0.08, 416.3, -0.3, -1.7, 1.5, 0.6, 282, 16
2023-03-30, 11:52:23.055, 994.54, 16.01, 49.77, 400, 1868, 46.51966858, 6.56348896, 10, 0.05, 416.3, -0.4, -1.4, 1.0, 0.8, 269, 16
2023-03-30, 11:52:24.160, 991.77, 16.04, 49.73, 400, 1864, 46.51966858, 6.56348658, 10, 0.14, 416.3, -0.3, -1.4, 1.3, 0.5, 286, 16
2023-03-30, 11:52:25.266, 990.30, 16.04, 49.81, 400, 1882, 46.51966858, 6.56348896, 10, 0.10, 416.3, -0.4, -1.4, 2.3, 0.7, 269, 16
2023-03-30, 11:52:26.372, 987.52, 16.01, 49.76, 400, 1876, 46.51966858, 6.56348991, 10, 0.05, 416.3, -0.4, -1.3, 1.6, 1.3, 297, 16
2023-03-30, 11:52:27.478, 984.75, 16.01, 49.76, 400, 1876, 46.51966858, 6.56348991, 10, 0.14, 416.3, -0.4, -1.5, 1.1, 1.3, 307, 16
2023-03-30, 11:52:28.585, 979.93, 16.01, 49.74, 400, 1884, 46.51966858, 6.56348896, 9, 0.16, 416.3, -0.4, -1.3, 1.2, 1.2, 302, 16
2023-03-30, 11:52:29.690, 977.16, 16.06, 49.72, 400, 1902, 46.51966095, 6.56348896, 9, 0.23, 416.3, -0.5, -1.6, 1.7, 1.0, 295, 16
2023-03-30, 11:52:30.796, 976.43, 16.04, 49.73, 400, 1912, 46.51965332, 6.56348658, 9, 0.25, 416.4, -0.4, -1.4, 1.7, 1.2, 308, 16
