Date [UTC], Time [UTC], Illuminance [lux], Temperature [°C], Humidity [%], CO2 [ppm], TVOC [ppb], Latitude [°], Longitude [°], Satellites [-], Speed [m/s], Altitude [m], Roll [°], Pitch [°], Heading [°], Wind speed [m/s], Wind angle [°], Wind temp. [°C]
2023-03-30, 11:52:31.902, 973.65, 16.03, 49.74, 400, 1920, 46.51964569, 6.56348467, 9, 0.29, 416.5, -0.4, -1.4, 1.2, 1.3, 305, 16
2023-03-30, 11:52:33.006, 970.88, 16.04, 49.79, 400, 1906, 46.51964569, 6.56348467, 10, 0.27, 416.5, -0.5, -1.4, 1.5, 1.1, 305, 16
2023-03-30, 11:52:34.110, 971.45, 16.06, 49.72, 400, 1888, 46.51964569, 6.56348372, 9, 0.19, 416.5, -0.4, -1.4, 2.0, 1.1, 310, 16
2023-03-30, 11:52:35.214, 966.63, 16.03, 49.71, 400, 1880, 46.51963806, 6.56348372, 9, 0.17, 416.5, -0.3, -1.3, 1.5, 1.3, 322, 16
2023-03-30, 11:52:36.317, 963.86, 16.04, 49.71, 400, 1864, 46.51963806, 6.56348372, 9, 0.18, 416.5, -0.3, -1.4, 2.0, 1.3, 322, 16
2023-03-30, 11:52:37.421, 961.08, 16.01, 49.70, 400, 1846, 46.51963806, 6.56348181, 9, 0.36, 416.5, -0.4, -1.2, 1.6, 1.4, 324, 16
2023-03-30, 11:52:38.524, 958.31, 16.00, 49.70, 400, 1870, 46.51963043, 6.56348991, 9, 0.12, 416.7, -0.5, -1.2, 1.7, 1.5, 335, 16
2023-03-30, 11:52:39.626, 953.50, 16.00, 49.66, 400, 1872, 46.51963043, 6.56349182, 9, 0.24, 416.8, -0.4, -1.4, 1.5, 1.5, 333, 16
2023-03-30, 11:52:40.731, 954.07, 16.04, 49.67, 400, 1860, 46.51961899, 6.56349468, 9, 0.22, 417.0, -0.4, -1.6, 0.7, 1.5, 331, 16
2023-03-30, 11:52:41.836, 951.29, 16.01, 49.65, 400, 1827, 46.51961899, 6.56349277, 9, 0.17, 417.0, -0.4, -1.3, 1.7, 1.3, 330, 16
2023-03-30, 11:52:42.944, 948.52, 16.03, 49.61, 400, 1834, 46.51961136, 6.56349182, 9, 0.14, 417.0, -0.3, -1.3, 2.0, 1.2, 337, 16
2023-03-30, 11:52:44.051, 945.74, 16.01, 49.61, 400, 1801, 46.51961136, 6.56349277, 9, 0.14, 417.0, -0.3, -1.3, 1.7, 1.2, 328, 16
2023-03-30, 11:52:45.158, 942.97, 16.01, 49.59, 400, 1743, 46.51960373, 6.56349802, 9, 0.23, 416.9, -0.4, -1.2, 1.6, 0.8, 330, 16
2023-03-30, 11:52:46.263, 940.20, 16.03, 49.56, 400, 1809, 46.51959610, 6.56349993, 9, 0.35, 416.9, -0.4, -1.3, 1.2, 0.9, 339, 16
2023-03-30, 11:52:47.395, 937.42, 16.04, 49.56, 400, 1803, 46.51958847, 6.56349802, 9, 0.47, 417.0, -0.3, -1.3, 2.5, 0.9, 346, 16
2023-03-30, 11:52:48.497, 935.95, 16.04, 49.52, 400, 1773, 46.51957321, 6.56349993, 9, 0.50, 417.0, -0.4, -1.3, 1.4, 0.9, 339, 16
2023-03-30, 11:52:49.603, 933.18, 16.03, 49.51, 400, 1783, 46.51956558, 6.56350708, 9, 0.59, 417.0, -0.4, -1.2, 1.5, 0.9, 331, 16
2023-03-30, 11:52:50.709, 930.40, 16.03, 49.48, 400, 1821, 46.51955414, 6.56350803, 9, 0.28, 416.9, -0.2, -1.2, 1.8, 0.9, 335, 16
2023-03-30, 11:52:51.814, 925.59, 16.04, 49.46, 400, 1775, 46.51955414, 6.56350994, 9, 0.19, 416.9, -0.3, -1.1, 1.5, 1.3, 326, 16
2023-03-30, 11:52:52.920, 922.81, 16.03, 49.42, 400, 1747, 46.51954651, 6.56350803, 9, 0.14, 416.8, -0.4, -1.4, 1.8, 1.6, 321, 16
2023-03-30, 11:52:54.028, 922.08, 16.06, 49.46, 400, 1743, 46.51953888, 6.56350803, 10, 0.15, 416.8, -0.4, -1.1, 1.7, 1.2, 319, 16
2023-03-30, 11:52:55.134, 920.61, 16.04, 49.38, 400, 1789, 46.51953888, 6.56351519, 9, 0.03, 416.7, -0.4, -1.5, 1.7, 1.5, 315, 16
2023-03-30, 11:52:56.238, 915.80, 16.03, 49.46, 400, 1781, 46.51953888, 6.56351614, 9, 0.07, 416.7, -0.4, -1.5, 1.6, 1.3, 305, 16
2023-03-30, 11:52:57.345, 913.02, 16.03, 49.43, 400, 1761, 46.51953888, 6.56352139, 9, 0.09, 416.5, -0.4, -1.4, 2.1, 1.2, 306, 16
2023-03-30, 11:52:58.452, 910.25, 16.03, 49.42, 400, 1805, 46.51952362, 6.56352520, 9, 0.19, 416.4, -0.4, -1.2, 1.7, 1.7, 291, 16
2023-03-30, 11:52:59.559, 905.43, 16.03, 49.47, 400, 1811, 46.51950836, 6.56352520, 9, 0.30, 416.3, -0.6, -1.4, 1.1, 1.6, 301, 16
2023-03-30, 11:53:00.664, 906.00, 16.03, 49.51, 400, 1777, 46.51950836, 6.56353045, 9, 0.02, 416.2, -0.4, -1.3, 1.6, 1.2, 308, 16
2023-03-30, 11:53:01.770, 903.23, 16.00, 49.43, 400, 1803, 46.51950836, 6.56353140, 9, 0.01, 416.2, -0.5, -1.4, 2.0, 1.3, 289, 16
2023-03-30, 11:53:02.877, 900.46, 16.03, 49.50, 400, 1793, 46.51950836, 6.56353140, 10, 0.06, 416.1, -0.4, -1.5, 1.5, 1.6, 312, 16
2023-03-30, 11:53:03.983, 895.64, 16.00, 49.47, 400, 1759, 46.51950836, 6.56353378, 10, 0.02, 416.1, -0.4, -1.5, 1.4, 1.9, 323, 16
2023-03-30, 11:53:05.089, 896.21, 16.00, 49.50, 400, 1777, 46.51950836, 6.56353474, 10, 0.05, 416.1, -0.4, -1.3, 1.4, 1.6, 321, 16
2023-03-30, 11:53:06.198, 891.40, 16.03, 49.55, 400, 1775, 46.51949692, 6.56353474, 10, 0.02, 416.0, -0.6, -1.3, 1.6, 1.2, 323, 16
2023-03-30, 11:53:07.300, 885.85, 16.06, 49.55, 400, 1795, 46.51949692, 6.56353664, 10, 0.08, 415.9, -0.5, -1.4, 1.8, 1.3, 342, 16
2023-03-30, 11:53:08.404, 874.18, 16.03, 49.55, 400, 1825, 46.51949692, 6.56353951, 10, 0.24, 415.8, -0.4, -1.5, 1.5, 1.2, 335, 16
2023-03-30, 11:53:09.508, 778.14, 16.03, 49.57, 400, 1801, 46.51949692, 6.56354141, 10, 0.07, 415.7, -0.5, -1.3, 1.4, 1.1, 330, 16
2023-03-30, 11:53:10.613, 328.68, 16.03, 49.59, 400, 1803, 46.51948929, 6.56354141, 10, 0.12, 415.4, -0.4, -1.1, 2.1, 1.2, 335, 16
2023-03-30, 11:54:04.596, 966.39, 16.19, 49.51, 400, 1727, 46.51955414, 6.56354380, 11, 0.01, 405.7, 1.0, -2.0, 3.0, 1.3, 292, 17
2023-03-30, 11:54:05.698, 1040.24, 16.16, 49.54, 400, 1759, 46.51955414, 6.56354380, 11, 0.01, 405.2, 0.9, -2.1, 3.4, 1.4, 305, 17
2023-03-30, 11:54:06.802, 1101.68, 16.16, 49.49, 400, 1715, 46.51955414, 6.56354380, 11, 0.01, 405.2, 0.9, -2.1, 3.0, 1.5, 327, 17
2023-03-30, 11:54:07.908, 1114.25, 16.19, 49.49, 400, 1721, 46.51956558, 6.56354141, 11, 0.01, 405.3, 1.0, -2.3, 2.9, 1.4, 325, 17
2023-03-30, 11:54:09.014, 1115.15, 16.17, 49.42, 400, 1763, 46.51956558, 6.56354380, 11, 0.01, 405.3, 0.8, -2.2, 3.0, 0.7, 317, 17
2023-03-30, 11:54:10.121, 1108.86, 16.16, 49.42, 400, 1769, 46.51957321, 6.56354380, 11, 0.02, 405.4, 0.9, -2.2, 3.2, 0.9, 308, 17
2023-03-30, 11:54:11.225, 1102.58, 16.19, 49.40, 400, 1747, 46.51957321, 6.56354666, 11, 0.06, 405.5, 0.9, -2.2, 2.9, 0.7, 306, 17
2023-03-30, 11:54:12.333, 1096.30, 16.16, 49.33, 400, 1757, 46.51957321, 6.56354475, 11, 0.01, 405.3, 1.0, -2.3, 3.1, 0.9, 322, 17
2023-03-30, 11:54:13.439, 1089.28, 16.19, 49.36, 400, 1813, 46.51957321, 6.56354380, 11, 0.01, 405.4, 0.9, -2.2, 3.2, 1.1, 323, 17
2023-03-30, 11:54:14.546, 1084.30, 16.20, 49.31, 400, 1741, 46.51958084, 6.56354380, 11, 0.02, 405.4, 0.9, -2.0, 3.1, 0.7, 317, 17
2023-03-30, 11:54:15.651, 1078.02, 16.17, 49.27, 400, 1765, 46.51958084, 6.56353951, 11, 0.01, 405.3, 1.0, -2.2, 3.5, 1.0, 321, 17
2023-03-30, 11:54:16.759, 1068.96, 16.20, 49.28, 400, 1783, 46.51958084, 6.56353951, 11, 0.01, 405.3, 0.8, -2.0, 2.6, 1.3, 323, 17
2023-03-30, 11:54:17.864, 1060.64, 16.19, 49.27, 400, 1705, 46.51958084, 6.56353855, 11, 0.01, 405.4, 1.0, -2.1, 2.8, 1.2, 317, 17
2023-03-30, 11:54:18.969, 1055.66, 16.21, 49.27, 400, 1761, 46.51958084, 6.56353664, 11, 0.01, 405.5, 1.1, -2.0, 3.0, 1.0, 312, 17
2023-03-30, 11:54:20.076, 1050.68, 16.19, 49.24, 400, 1723, 46.51958084, 6.56353664, 11, 0.01, 405.6, 0.9, -2.1, 3.0, 1.3, 313, 17
2023-03-30, 11:54:21.182, 1042.36, 16.20, 49.22, 400, 1749, 46.51958084, 6.56353474, 11, 0.02, 405.7, 1.0, -2.2, 3.2, 1.5, 310, 17
2023-03-30, 11:54:22.288, 1033.30, 16.19, 49.23, 400, 1749, 46.51958084, 6.56353474, 11, 0.02, 405.8, 0.9, -2.2, 3.1, 1.3, 301, 17
2023-03-30, 11:54:23.394, 1028.32, 16.16, 49.21, 400, 1747, 46.51958084, 6.56353045, 11, 0.07, 405.9, 1.0, -2.0, 3.0, 1.2, 292, 17
2023-03-30, 11:54:24.499, 1020.00, 16.19, 49.18, 400, 1763, 46.51958847, 6.56353378, 11, 0.02, 406.2, 0.9, -2.3, 2.5, 1.5, 292, 17
2023-03-30, 11:54:25.605, 1010.94, 16.17, 49.19, 400, 1763, 46.51959610, 6.56353378, 11, 0.06, 406.7, 1.0, -2.2, 3.5, 1.3, 298, 17
2023-03-30, 11:54:26.712, 1003.92, 16.16, 49.17, 400, 1769, 46.51959610, 6.56353855, 11, 0.05, 406.9, 1.0, -2.3, 2.6, 1.5, 294, 17
2023-03-30, 11:54:27.846, 997.64, 16.17, 49.19, 400, 1751, 46.51959610, 6.56354141, 11, 0.05, 407.1, 0.8, -2.3, 3.1, 1.2, 294, 17
2023-03-30, 11:54:28.949, 988.58, 16.17, 49.23, 400, 1775, 46.51959610, 6.56354141, 11, 0.04, 407.2, 1.0, -2.3, 3.3, 1.2, 291, 17
2023-03-30, 11:54:30.055, 983.61, 16.16, 49.26, 400, 1771, 46.51959610, 6.56354141, 11, 0.03, 407.4, 0.9, -2.3, 3.4, 1.1, 289, 17
2023-03-30, 11:54:31.160, 976.59, 16.17, 49.27, 400, 1757, 46.51959610, 6.56354141, 11, 0.02, 407.7, 0.9, -2.4, 3.1, 0.9, 301, 17
2023-03-30, 11:54:32.266, 970.31, 16.16, 49.29, 400, 1755, 46.51959610, 6.56354475, 11, 0.03, 408.0, 0.8, -2.2, 2.7, 0.9, 322, 17
2023-03-30, 11:54:33.372, 959.94, 16.17, 49.30, 400, 1741, 46.51960373, 6.56354475, 11, 0.05, 408.2, 1.0, -2.3, 3.1, 1.1, 321, 17
2023-03-30, 11:54:34.478, 954.96, 16.17, 49.33, 400, 1743, 46.51961136, 6.56354904, 11, 0.09, 408.5, 0.8, -2.3, 3.4, 1.1, 310, 17
2023-03-30, 11:54:35.580, 948.68, 16.16, 49.29, 400, 1729, 46.51961136, 6.56355286, 11, 0.11, 408.8, 1.0, -2.3, 2.5, 1.0, 300, 17
2023-03-30, 11:54:36.684, 939.62, 16.17, 49.28, 400, 1735, 46.51961899, 6.56356001, 11, 0.11, 409.4, 0.9, -2.2, 2.8, 1.0, 302, 17
2023-03-30, 11:54:37.790, 933.34, 16.16, 49.28, 400, 1731, 46.51961899, 6.56356716, 11, 0.13, 409.5, 0.8, -2.3, 2.9, 1.1, 321, 17
2023-03-30, 11:54:38.893, 925.02, 16.17, 49.29, 400, 1745, 46.51963043, 6.56356812, 11, 0.13, 409.8, 0.9, -2.1, 3.0, 1.5, 312, 17
2023-03-30, 11:54:39.996, 913.19, 16.14, 49.30, 400, 1753, 46.51963043, 6.56356812, 11, 0.13, 409.8, 0.9, -2.2, 2.9, 1.9, 315, 17
2023-03-30, 11:54:41.100, 893.19, 16.12, 49.30, 400, 1737, 46.51963043, 6.56356812, 11, 0.14, 409.8, 0.9, -2.2, 2.7, 2.1, 315, 17
2023-03-30, 11:54:42.206, 885.44, 16.13, 49.27, 400, 1709, 46.51963043, 6.56357002, 11, 0.11, 409.9, 0.9, -2.2, 2.9, 1.8, 305, 17
2023-03-30, 11:54:43.311, 879.16, 16.14, 49.26, 400, 1761, 46.51963043, 6.56357336, 11, 0.13, 410.2, 0.8, -2.2, 2.8, 1.9, 309, 17
2023-03-30, 11:54:44.417, 872.14, 16.14, 49.30, 400, 1715, 46.51963043, 6.56357336, 10, 0.08, 410.3, 1.0, -2.2, 2.7, 1.9, 315, 17
2023-03-30, 11:54:45.522, 859.74, 16.14, 49.28, 400, 1729, 46.51963043, 6.56357098, 10, 0.07, 410.4, 1.0, -2.2, 3.3, 1.1, 325, 17
2023-03-30, 11:54:46.630, 834.77, 16.13, 49.34, 400, 1733, 46.51961899, 6.56357336, 11, 0.06, 410.4, 0.9, -2.2, 3.2, 1.7, 312, 17
2023-03-30, 11:54:47.735, 842.93, 16.13, 49.30, 400, 1755, 46.51961899, 6.56357002, 11, 0.05, 410.0, 1.0, -2.3, 3.0, 2.2, 311, 17
2023-03-30, 11:54:48.842, 847.01, 16.13, 49.33, 400, 1739, 46.51961899, 6.56357002, 11, 0.05, 409.9, 0.9, -2.2, 2.8, 1.5, 308, 17
2023-03-30, 11:54:49.948, 839.42, 16.14, 49.36, 400, 1715, 46.51961899, 6.56356812, 11, 0.06, 409.7, 0.8, -2.2, 2.6, 1.6, 326, 17
2023-03-30, 11:54:51.056, 835.18, 16.14, 49.36, 400, 1717, 46.51961899, 6.56356716, 11, 0.06, 409.6, 0.9, -2.2, 2.8, 1.3, 324, 17
2023-03-30, 11:54:52.162, 830.20, 16.14, 49.38, 400, 1707, 46.51961899, 6.56356192, 10, 0.05, 409.4, 1.0, -2.2, 3.0, 1.3, 317, 17
2023-03-30, 11:54:53.267, 823.92, 16.13, 49.35, 400, 1707, 46.51961899, 6.56355476, 11, 0.06, 408.8, 0.8, -2.2, 3.0, 1.2, 313, 17
2023-03-30, 11:54:54.373, 819.67, 16.14, 49.38, 400, 1715, 46.51961136, 6.56355190, 11, 0.03, 408.3, 0.9, -2.1, 2.7, 1.1, 310, 17
2023-03-30, 11:54:55.480, 810.04, 16.14, 49.36, 400, 1705, 46.51961136, 6.56354666, 11, 0.07, 408.0, 1.0, -2.1, 3.1, 0.8, 322, 17
2023-03-30, 11:54:56.584, 807.84, 16.16, 49.36, 400, 1713, 46.51961136, 6.56354141, 11, 0.06, 407.0, 0.9, -2.0, 2.6, 0.8, 317, 17
2023-03-30, 11:54:57.692, 796.01, 16.17, 49.36, 400, 1696, 46.51961899, 6.56353855, 11, 0.04, 406.5, 1.0, -2.1, 2.7, 0.9, 303, 17
2023-03-30, 11:54:58.795, 776.34, 16.17, 49.36, 400, 1727, 46.51961899, 6.56353664, 11, 0.05, 406.1, 0.8, -2.2, 2.9, 0.7, 314, 17
2023-03-30, 11:54:59.903, 769.73, 16.13, 49.34, 400, 1719, 46.51961899, 6.56353474, 11, 0.05, 406.0, 0.9, -2.1, 3.2, 0.6, 298, 17
2023-03-30, 11:55:01.010, 766.22, 16.17, 49.30, 400, 1711, 46.51961899, 6.56353474, 11, 0.05, 406.0, 0.8, -2.1, 3.5, 0.7, 284, 17
2023-03-30, 11:55:02.116, 764.76, 16.17, 49.32, 400, 1733, 46.51961899, 6.56353140, 11, 0.07, 405.9, 0.9, -2.2, 3.3, 1.2, 313, 17
2023-03-30, 11:55:03.222, 759.21, 16.17, 49.30, 400, 1731, 46.51963043, 6.56352854, 11, 0.10, 405.8, 0.9, -2.0, 3.5, 1.2, 323, 17
2023-03-30, 11:55:04.331, 757.00, 16.16, 49.28, 400, 1701, 46.51963043, 6.56352329, 11, 0.16, 405.9, 0.9, -2.1, 2.6, 1.0, 312, 17
2023-03-30, 11:55:05.435, 753.49, 16.17, 49.27, 400, 1688, 46.51963043, 6.56352139, 11, 0.14, 405.8, 0.9, -2.1, 3.4, 1.3, 311, 17
2023-03-30, 11:55:06.542, 747.95, 16.19, 49.33, 400, 1713, 46.51963043, 6.56351852, 11, 0.12, 405.8, 0.9, -2.3, 3.0, 1.3, 305, 17
2023-03-30, 11:55:07.647, 742.40, 16.19, 49.29, 400, 1721, 46.51963043, 6.56351614, 11, 0.12, 405.8, 1.0, -2.1, 3.1, 1.7, 312, 17
2023-03-30, 11:55:08.752, 736.85, 16.16, 49.26, 400, 1705, 46.51963806, 6.56351614, 11, 0.14, 405.8, 0.9, -2.2, 2.5, 1.8, 324, 17
2023-03-30, 11:55:09.855, 734.64, 16.14, 49.26, 400, 1723, 46.51963806, 6.56351519, 11, 0.14, 405.7, 0.9, -2.4, 2.8, 2.1, 317, 17
2023-03-30, 11:55:10.959, 729.10, 16.14, 49.31, 400, 1713, 46.51963806, 6.56351519, 11, 0.14, 405.8, 0.9, -2.1, 2.7, 3.0, 319, 17
2023-03-30, 11:55:12.062, 725.59, 16.12, 49.32, 400, 1731, 46.51963806, 6.56351519, 11, 0.13, 405.8, 0.9, -2.3, 3.1, 2.9, 318, 17
2023-03-30, 11:55:13.171, 718.00, 16.14, 49.34, 400, 1668, 46.51964569, 6.56351328, 11, 0.13, 405.6, 1.0, -2.1, 2.4, 2.8, 321, 17
2023-03-30, 11:55:14.274, 716.53, 16.09, 49.27, 400, 1692, 46.51964569, 6.56351614, 11, 0.15, 405.3, 0.8, -2.3, 2.7, 2.0, 330, 17
2023-03-30, 11:55:15.378, 713.02, 16.10, 49.31, 400, 1634, 46.51965332, 6.56351519, 11, 0.16, 405.2, 0.9, -2.3, 2.7, 1.9, 336, 17
2023-03-30, 11:55:16.480, 707.47, 16.10, 49.28, 400, 1618, 46.51966095, 6.56351089, 10, 0.20, 405.0, 0.9, -2.3, 3.2, 2.0, 340, 17
2023-03-30, 11:55:18.844, 700.45, 16.14, 49.30, 400, 1612, 46.51966858, 6.56351328, 10, 0.20, 404.6, 0.9, -2.1, 2.7, 1.6, 335, 17
2023-03-30, 11:55:19.948, 696.95, 16.13, 49.29, 400, 1646, 46.51966858, 6.56351328, 11, 0.20, 404.7, 0.9, -2.3, 3.3, 1.7, 335, 17
2023-03-30, 11:55:21.051, 692.13, 16.16, 49.29, 400, 1626, 46.51967621, 6.56351519, 11, 0.20, 404.8, 1.0, -2.3, 3.2, 1.9, 329, 17
2023-03-30, 11:55:22.157, 684.54, 16.12, 49.27, 400, 1658, 46.51968765, 6.56351614, 10, 0.13, 404.8, 0.9, -2.1, 3.3, 1.7, 333, 17
2023-03-30, 11:55:23.266, 663.41, 16.13, 49.27, 400, 1709, 46.51968765, 6.56352043, 10, 0.15, 404.8, 0.9, -2.0, 3.1, 1.8, 334, 17
2023-03-30, 11:55:24.373, 502.57, 16.10, 49.23, 400, 1630, 46.51969528, 6.56352329, 10, 0.14, 404.8, 1.0, -2.0, 3.4, 1.8, 333, 17
2023-03-30, 11:56:06.051, 488.13, 16.17, 49.20, 400, 1564, 46.51969528, 6.56353378, 11, 0.02, 401.8, 0.2, -0.4, 355.2, 1.3, 322, 17
2023-03-30, 11:56:07.159, 629.79, 16.16, 49.21, 400, 1576, 46.51969528, 6.56353378, 11, 0.00, 401.8, 0.2, -0.5, 355.7, 1.3, 318, 17
2023-03-30, 11:56:08.266, 659.65, 16.16, 49.19, 400, 1600, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.5, 356.4, 1.2, 315, 17
2023-03-30, 11:56:09.371, 655.17, 16.16, 49.17, 400, 1564, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.4, 355.8, 1.1, 312, 17
2023-03-30, 11:56:10.478, 652.39, 16.16, 49.09, 400, 1592, 46.51969528, 6.56353378, 11, 0.03, 401.8, 0.2, -0.6, 355.7, 1.2, 305, 17
2023-03-30, 11:56:11.585, 655.74, 16.16, 49.14, 400, 1610, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.4, -0.4, 355.5, 1.2, 300, 17
2023-03-30, 11:56:12.693, 657.04, 16.14, 49.14, 400, 1622, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.3, -0.4, 355.6, 1.4, 302, 17
2023-03-30, 11:56:13.799, 652.96, 16.16, 49.14, 400, 1612, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.5, 355.7, 1.5, 301, 17
2023-03-30, 11:56:14.906, 652.96, 16.14, 49.14, 400, 1630, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.4, 355.8, 1.3, 305, 17
2023-03-30, 11:56:16.016, 654.27, 16.14, 49.13, 400, 1616, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.5, 355.7, 1.3, 311, 17
2023-03-30, 11:56:17.122, 653.53, 16.13, 49.13, 400, 1600, 46.51969528, 6.56353378, 11, 0.02, 401.8, 0.3, -0.5, 355.9, 1.0, 304, 17
2023-03-30, 11:56:18.229, 649.45, 16.14, 49.14, 400, 1658, 46.51969528, 6.56353378, 11, 0.03, 401.8, 0.3, -0.6, 355.8, 0.9, 290, 17
2023-03-30, 11:56:19.335, 646.68, 16.14, 49.17, 400, 1606, 46.51969528, 6.56353378, 11, 0.03, 401.8, 0.1, -0.5, 355.4, 1.1, 301, 17
2023-03-30, 11:56:20.444, 647.99, 16.13, 49.18, 400, 1622, 46.51969528, 6.56353378, 11, 0.02, 401.8, 0.2, -0.6, 355.3, 1.3, 295, 17
2023-03-30, 11:56:21.550, 643.91, 16.14, 49.26, 400, 1620, 46.51969528, 6.56353378, 11, 0.02, 401.8, 0.2, -0.6, 355.3, 1.5, 294, 17
2023-03-30, 11:56:22.656, 643.17, 16.13, 49.24, 400, 1628, 46.51969528, 6.56353378, 11, 0.01, 401.8, 0.2, -0.5, 355.9, 1.4, 294, 17
2023-03-30, 11:56:23.762, 644.48, 16.12, 49.32, 400, 1650, 46.51969528, 6.56353378, 11, 0.03, 401.8, 0.2, -0.6, 356.2, 1.4, 294, 17
2023-03-30, 11:56:24.868, 641.70, 16.12, 49.31, 400, 1620, 46.51969528, 6.56353378, 11, 0.05, 401.8, 0.1, -0.4, 355.7, 1.3, 302, 17
2023-03-30, 11:56:25.971, 637.62, 16.12, 49.29, 400, 1620, 46.51969528, 6.56353140, 11, 0.05, 401.8, 0.3, -0.6, 355.6, 1.9, 307, 17
2023-03-30, 11:56:27.075, 638.93, 16.12, 49.32, 400, 1676, 46.51969528, 6.56353140, 11, 0.06, 401.8, 0.2, -0.5, 355.1, 2.2, 311, 17
2023-03-30, 11:56:28.180, 638.19, 16.10, 49.34, 400, 1670, 46.51969528, 6.56353140, 11, 0.05, 401.8, 0.2, -0.5, 355.8, 1.9, 313, 17
2023-03-30, 11:56:29.285, 638.19, 16.09, 49.33, 400, 1662, 46.51969528, 6.56353140, 11, 0.04, 401.8, 0.1, -0.6, 356.1, 1.8, 314, 17
2023-03-30, 11:56:30.388, 639.50, 16.09, 49.36, 400, 1650, 46.51969528, 6.56353140, 11, 0.03, 401.8, 0.2, -0.5, 355.8, 1.8, 312, 17
2023-03-30, 11:56:31.492, 637.46, 16.09, 49.35, 400, 1640, 46.51968765, 6.56353045, 11, 0.02, 401.7, 0.3, -0.7, 355.7, 1.6, 309, 17
2023-03-30, 11:56:32.596, 635.42, 16.07, 49.32, 400, 1644, 46.51968765, 6.56352854, 11, 0.03, 401.5, 0.1, -0.6, 356.1, 1.7, 300, 17
2023-03-30, 11:56:33.705, 634.68, 16.07, 49.35, 400, 1628, 46.51968765, 6.56352854, 11, 0.02, 401.5, 0.2, -0.5, 356.1, 1.9, 295, 17
2023-03-30, 11:56:34.812, 632.64, 16.06, 49.32, 400, 1632, 46.51968765, 6.56353045, 11, 0.02, 401.5, 0.1, -0.5, 355.4, 2.1, 300, 17
2023-03-30, 11:56:35.919, 631.91, 16.06, 49.32, 400, 1636, 46.51968765, 6.56353045, 11, 0.00, 401.5, 0.2, -0.6, 355.9, 1.6, 302, 17
2023-03-30, 11:56:37.028, 631.18, 16.03, 49.38, 400, 1640, 46.51968765, 6.56353045, 11, 0.01, 401.6, 0.2, -0.6, 355.8, 2.1, 291, 17
2023-03-30, 11:56:38.133, 629.14, 16.04, 49.37, 400, 1630, 46.51968765, 6.56352854, 11, 0.01, 401.6, 0.2, -0.4, 356.0, 2.6, 305, 17
2023-03-30, 11:56:39.239, 626.36, 16.03, 49.38, 400, 1666, 46.51968765, 6.56352615, 11, 0.03, 401.6, 0.2, -0.5, 355.6, 2.7, 305, 17
2023-03-30, 11:56:40.346, 627.67, 16.03, 49.37, 400, 1602, 46.51968765, 6.56352329, 11, 0.04, 401.7, 0.2, -0.6, 355.8, 2.7, 292, 17
2023-03-30, 11:56:41.453, 625.63, 16.01, 49.35, 400, 1612, 46.51968765, 6.56352520, 11, 0.01, 401.8, 0.2, -0.4, 355.8, 2.7, 303, 17
2023-03-30, 11:56:42.558, 626.93, 16.00, 49.30, 400, 1654, 46.51968765, 6.56352854, 11, 0.03, 401.9, 0.2, -0.5, 355.7, 2.7, 306, 17
2023-03-30, 11:56:43.664, 622.85, 15.98, 49.34, 400, 1622, 46.51969528, 6.56352615, 11, 0.03, 402.1, 0.2, -0.4, 355.7, 2.1, 304, 17
2023-03-30, 11:56:44.770, 622.12, 15.98, 49.39, 400, 1620, 46.51969528, 6.56352854, 11, 0.02, 402.2, 0.2, -0.7, 355.7, 2.7, 308, 17
2023-03-30, 11:56:45.878, 620.08, 15.97, 49.34, 400, 1622, 46.51969528, 6.56352615, 11, 0.02, 402.3, 0.1, -0.4, 355.8, 2.1, 313, 17
2023-03-30, 11:56:47.019, 619.34, 15.97, 49.39, 400, 1606, 46.51969528, 6.56352520, 11, 0.01, 402.3, 0.2, -0.5, 355.8, 2.1, 308, 17
2023-03-30, 11:56:48.123, 617.30, 16.00, 49.36, 400, 1608, 46.51970291, 6.56352615, 11, 0.02, 402.4, 0.1, -0.5, 355.3, 1.9, 315, 17
2023-03-30, 11:56:49.226, 618.61, 16.00, 49.38, 400, 1614, 46.51970291, 6.56352520, 11, 0.03, 402.5, 0.3, -0.6, 355.8, 2.1, 306, 17
2023-03-30, 11:56:50.333, 614.53, 16.00, 49.39, 400, 1582, 46.51970291, 6.56352854, 11, 0.02, 402.6, 0.2, -0.5, 355.5, 2.0, 310, 17
2023-03-30, 11:56:51.439, 615.84, 16.00, 49.41, 400, 1588, 46.51970291, 6.56352854, 11, 0.01, 402.7, 0.1, -0.4, 355.1, 1.7, 303, 17
2023-03-30, 11:56:52.545, 611.76, 15.98, 49.47, 400, 1626, 46.51970291, 6.56352615, 11, 0.01, 402.8, 0.2, -0.5, 355.8, 1.7, 309, 17
2023-03-30, 11:56:53.652, 613.06, 16.00, 49.40, 400, 1606, 46.51970291, 6.56352854, 11, 0.00, 402.8, 0.1, -0.5, 355.3, 1.4, 325, 17
